header	CDS length	ramp length	non-ramp min mean	ramp min mean	ramp strength	num ramp region status changing mutations	num non-ramp region status changing mutations	num reasonably valid ramp mutations	num reasonably valid non-ramp mutations	ramp robustness
>lcl|NC_001136.10_cds_NP_010260.1_886 [gene=DIA3] [locus_tag=YDL024C] [db_xref=SGD:S000002182,GeneID:851537] [protein=putative acid phosphatase DIA3] [protein_id=NP_010260.1] [location=complement(408451..409857)] [gbkey=CDS]	1407	-1	-1.8519056669522291	-1.741397404712828	-0.11050826223940113	3	8	205	56	-0.9578544061302682
>lcl|NC_001145.3_cds_NP_014047.1_4562 [gene=DIA1] [locus_tag=YMR316W] [db_xref=SGD:S000004935,GeneID:855364] [protein=Dia1p] [protein_id=NP_014047.1] [location=904825..905835] [gbkey=CDS]	1011	75	-1.3215843576918194	-1.5481371360370746	0.22655277834525522	0	0	86	1392	1.0
>lcl|NC_001137.3_cds_NP_011095.1_1706 [gene=CCA1] [locus_tag=YER168C] [db_xref=SGD:S000000970,GeneID:856915] [protein=tRNA adenylyltransferase] [protein_id=NP_011095.1] [location=complement(521029..522669)] [gbkey=CDS]	1641	-1	-1.5376203938839692	-0.9835959287193913	-0.5540244651645779	0	0	215	0	-1.0
>lcl|NC_001134.8_cds_NP_009548.1_200 [gene=PDR3] [locus_tag=YBL005W] [db_xref=SGD:S000000101,GeneID:852278] [protein=drug-responsive transcription factor PDR3] [protein_id=NP_009548.1] [location=217470..220400] [gbkey=CDS]	2931	-1	-1.6240503211727126	-1.0640338891524905	-0.5600164320202221	0	0	344	0	-1.0
>lcl|NC_001142.9_cds_NP_012672.1_3243 [gene=IML1] [locus_tag=YJR138W] [db_xref=SGD:S000003899,GeneID:853603] [protein=Iml1p] [protein_id=NP_012672.1] [location=684567..689321] [gbkey=CDS]	4755	-1	-1.774450171383354	-1.1133241126897055	-0.6611260586936485	0	0	604	0	-1.0
>lcl|NC_001140.6_cds_NP_011834.1_2421 [gene=OCA5] [locus_tag=YHL029C] [db_xref=SGD:S000001021,GeneID:856356] [protein=Oca5p] [protein_id=NP_011834.1] [location=complement(45929..47968)] [gbkey=CDS]	2040	-1	-1.729607990754438	-1.4871508809885592	-0.24245710976587875	0	0	281	0	-1.0
>lcl|NC_001135.5_cds_NP_010019.1_664 [gene=OCA4] [locus_tag=YCR095C] [db_xref=SGD:S000000691,GeneID:850457] [protein=Oca4p] [protein_id=NP_010019.1] [location=complement(288170..289258)] [gbkey=CDS]	1089	-1	-1.563591342551167	-0.6917595153078053	-0.8718318272433616	0	0	164	0	-1.0
>lcl|NC_001136.10_cds_NP_010352.1_976 [gene=OCA6] [locus_tag=YDR067C] [db_xref=SGD:S000002474,GeneID:851639] [protein=protein-tyrosine-phosphatase] [protein_id=NP_010352.1] [location=complement(582791..583465)] [gbkey=CDS]	675	-1	-1.406744480518697	-0.4759681546731263	-0.9307763258455708	1	0	113	0	-0.9911504424778761
>lcl|NC_001146.8_cds_NP_014300.3_4795 [gene=OCA1] [locus_tag=YNL099C] [db_xref=SGD:S000005043,GeneID:855624] [protein=putative tyrosine protein phosphatase OCA1] [protein_id=NP_014300.3] [location=complement(438567..439283)] [gbkey=CDS]	717	-1	-1.628560419249752	-0.24803649286138407	-1.380523926388368	0	0	118	0	-1.0
>lcl|NC_001146.8_cds_NP_014342.3_4837 [gene=OCA2] [locus_tag=YNL056W] [db_xref=SGD:S000005001,GeneID:855668] [protein=Oca2p] [protein_id=NP_014342.3] [location=517249..517842] [gbkey=CDS]	594	-1	-1.7933128398129183	-0.7365162486392014	-1.056796591173717	1	0	68	0	-0.9852941176470589
>lcl|NC_001137.3_cds_NP_010978.3_1588 [gene=HMF1] [locus_tag=YER057C] [db_xref=SGD:S000000859,GeneID:856785] [protein=putative isoleucine biosynthesis protein HMF1] [protein_id=NP_010978.3] [location=complement(270737..271126)] [gbkey=CDS]	390	-1	-1.7132481658651477	-1.0207707953385166	-0.6924773705266312	3	0	85	0	-0.9647058823529412
>lcl|NC_001137.3_cds_NP_010904.2_1511 [gene=UBC8] [locus_tag=YEL012W] [db_xref=SGD:S000000738,GeneID:856704] [protein=E2 ubiquitin-conjugating protein UBC8] [protein_id=NP_010904.2] [location=join(131772..131776,131900..132551)] [gbkey=CDS]	657	-1	-1.6202493734270855	-1.373968954677967	-0.24628041874911855	3	0	96	0	-0.96875
>lcl|NC_001136.10_cds_NP_010219.1_852 [gene=UBC9] [locus_tag=YDL064W] [db_xref=SGD:S000002222,GeneID:851495] [protein=E2 SUMO-conjugating protein UBC9] [protein_id=NP_010219.1] [location=join(337487..337524,337635..338070)] [gbkey=CDS]	474	54	-1.4268742933907248	-1.4540731382701093	0.02719884487938451	31	6	44	668	0.9480337078651685
>lcl|NC_001136.10_cds_NP_010462.3_1085 [gene=UBC1] [locus_tag=YDR177W] [db_xref=SGD:S000002584,GeneID:851757] [protein=E2 ubiquitin-conjugating protein UBC1] [protein_id=NP_010462.3] [location=816878..817525] [gbkey=CDS]	648	-1	-1.6201700682284697	-1.4898685263206228	-0.13030154190784682	4	0	129	0	-0.9689922480620154
>lcl|NC_001144.5_cds_NP_013412.1_3954 [gene=IMH1] [locus_tag=YLR309C] [db_xref=SGD:S000004300,GeneID:851018] [protein=Imh1p] [protein_id=NP_013412.1] [location=complement(749034..751769)] [gbkey=CDS]	2736	-1	-1.5952692867433453	-1.4061371966978535	-0.1891320900454918	1	0	377	0	-0.9973474801061007
>lcl|NC_001134.8_cds_NP_009638.1_289 [gene=UBC4] [locus_tag=YBR082C] [db_xref=SGD:S000000286,GeneID:852376] [protein=E2 ubiquitin-conjugating protein UBC4] [protein_id=NP_009638.1] [location=complement(join(406628..407027,407123..407169))] [gbkey=CDS]	447	63	-1.1190339341463371	-1.2140989269533156	0.09506499280697844	9	30	46	646	0.9436416184971098
>lcl|NC_001136.10_cds_NP_010344.1_968 [gene=UBC5] [locus_tag=YDR059C] [db_xref=SGD:S000002466,GeneID:851631] [protein=E2 ubiquitin-conjugating protein UBC5] [protein_id=NP_010344.1] [location=complement(join(569234..569633,569724..569770))] [gbkey=CDS]	447	-1	-1.408669405375082	-0.9604416961568456	-0.4482277092182363	0	0	93	167	-1.0
>lcl|NC_001137.3_cds_NP_011026.3_1635 [gene=UBC6] [locus_tag=YER100W] [db_xref=SGD:S000000902,GeneID:856837] [protein=E2 ubiquitin-conjugating protein UBC6] [protein_id=NP_011026.3] [location=359562..360314] [gbkey=CDS]	753	-1	-1.5733248667666337	-1.45122162684103	-0.12210323992560368	3	0	148	0	-0.9797297297297297
>lcl|NC_001145.3_cds_NP_013735.1_4259 [gene=UBC7] [locus_tag=YMR022W] [db_xref=SGD:S000004624,GeneID:855036] [protein=E2 ubiquitin-conjugating protein UBC7] [protein_id=NP_013735.1] [location=318680..319177] [gbkey=CDS]	498	-1	-1.3873979005756503	-1.3654053453569892	-0.02199255521866106	20	31	91	31	-0.5819672131147541
>lcl|NC_001134.8_cds_NP_009725.1_372 [gene=TYR1] [locus_tag=YBR166C] [db_xref=SGD:S000000370,GeneID:852464] [protein=prephenate dehydrogenase (NADP(+))] [protein_id=NP_009725.1] [location=complement(569842..571200)] [gbkey=CDS]	1359	-1	-1.4867400106800193	-0.906659931349608	-0.5800800793304113	0	0	168	0	-1.0
>lcl|NC_001140.6_cds_NP_011895.1_2487 [gene=SLT2] [locus_tag=YHR030C] [db_xref=SGD:S000001072,GeneID:856425] [protein=mitogen-activated serine/threonine-protein kinase SLT2] [protein_id=NP_011895.1] [location=complement(168890..170344)] [gbkey=CDS]	1455	-1	-1.4093340990007464	-1.30507857557707	-0.10425552342367639	1	0	183	0	-0.994535519125683
>lcl|NC_001143.9_cds_NP_012803.1_3362 [gene=VPH2] [locus_tag=YKL119C] [db_xref=SGD:S000001602,GeneID:853741] [protein=Vph2p] [protein_id=NP_012803.1] [location=complement(218570..219217)] [gbkey=CDS]	648	-1	-1.2632413816670778	-0.3792876031979715	-0.8839537784691063	0	0	112	0	-1.0
>lcl|NC_001147.6_cds_NP_014913.3_5396 [gene=VPH1] [locus_tag=YOR270C] [db_xref=SGD:S000005796,GeneID:854444] [protein=H(+)-transporting V0 sector ATPase subunit a] [protein_id=NP_014913.3] [location=complement(828052..830574)] [gbkey=CDS]	2523	-1	-1.6002527714204977	-1.459361438525543	-0.1408913328949548	2	0	409	0	-0.9951100244498777
>lcl|NC_001134.8_cds_NP_009518.1_169 [gene=POL12] [locus_tag=YBL035C] [db_xref=SGD:S000000131,GeneID:852245] [protein=DNA-directed DNA polymerase alpha subunit POL12] [protein_id=NP_009518.1] [location=complement(151493..153610)] [gbkey=CDS]	2118	-1	-1.6880371292831695	-0.789660954037033	-0.8983761752461366	0	0	284	0	-1.0
>lcl|NC_001136.10_cds_NP_010688.4_1314 [gene=URH1] [locus_tag=YDR400W] [db_xref=SGD:S000002808,GeneID:852009] [protein=trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase] [protein_id=NP_010688.4] [location=1271063..1272085] [gbkey=CDS]	1023	-1	-1.4354573556351704	-1.4142778347290688	-0.021179520906101645	13	43	121	57	-0.6853932584269663
>lcl|NC_001134.8_cds_NP_009564.1_216 [gene=HHT1] [locus_tag=YBR010W] [db_xref=SGD:S000000214,GeneID:852295] [protein=histone H3] [protein_id=NP_009564.1] [location=256331..256741] [gbkey=CDS]	411	-1	-1.8471342961986237	-1.0048424252213948	-0.8422918709772289	9	0	98	0	-0.9081632653061225
>lcl|NC_001146.8_cds_NP_014367.1_4864 [gene=HHT2] [locus_tag=YNL031C] [db_xref=SGD:S000004976,GeneID:855700] [protein=histone H3] [protein_id=NP_014367.1] [location=complement(575640..576050)] [gbkey=CDS]	411	-1	-1.6868137134986045	-0.8929861032742675	-0.793827610224337	10	0	82	0	-0.8780487804878049
>lcl|NC_001144.5_cds_NP_013416.2_3957 [gene=MRPL15] [locus_tag=YLR312W-A] [db_xref=SGD:S000004304,GeneID:851022] [protein=mitochondrial 54S ribosomal protein YmL15] [protein_id=NP_013416.2] [location=759480..760241] [gbkey=CDS]	762	-1	-1.7996492906967811	-0.4441005082319635	-1.3555487824648176	0	0	129	0	-1.0
>lcl|NC_001139.9_cds_NP_011556.1_2156 [gene=MTE1] [locus_tag=YGR042W] [db_xref=SGD:S000003274,GeneID:852933] [protein=Mte1p] [protein_id=NP_011556.1] [location=579476..580291] [gbkey=CDS]	816	-1	-1.5583408952326805	-1.4023690289478021	-0.15597186628487836	1	0	120	0	-0.9916666666666667
>lcl|NC_001141.2_cds_NP_012303.1_2899 [gene=HYR1] [locus_tag=YIR037W] [db_xref=SGD:S000001476,GeneID:854855] [protein=peroxiredoxin HYR1] [protein_id=NP_012303.1] [location=423128..423619] [gbkey=CDS]	492	-1	-1.9694728158817916	-0.5539325405942211	-1.4155402752875705	0	0	122	0	-1.0
>lcl|NC_001144.5_cds_NP_013531.3_4067 [gene=MAG2] [locus_tag=YLR427W] [db_xref=SGD:S000004419,GeneID:851147] [protein=Mag2p] [protein_id=NP_013531.3] [location=988428..990440] [gbkey=CDS]	2013	-1	-1.5029083712815798	-1.311874282592793	-0.1910340886887869	1	0	259	0	-0.9961389961389961
>lcl|NC_001137.3_cds_NP_011069.1_1678 [gene=MAG1] [locus_tag=YER142C] [db_xref=SGD:S000000944,GeneID:856885] [protein=Mag1p] [protein_id=NP_011069.1] [location=complement(455146..456036)] [gbkey=CDS]	891	-1	-1.1963176300075464	-0.9570278250095837	-0.2392898049979627	0	0	147	0	-1.0
>lcl|NC_001147.6_cds_NP_014566.1_5063 [gene=MDM20] [locus_tag=YOL076W] [db_xref=SGD:S000005436,GeneID:854079] [protein=Mdm20p] [protein_id=NP_014566.1] [location=187024..189414] [gbkey=CDS]	2391	-1	-1.6420826371171813	-0.23270455334420784	-1.4093780837729735	0	0	325	0	-1.0
>lcl|NC_001147.6_cds_NP_014821.3_5309 [gene=GAC1] [locus_tag=YOR178C] [db_xref=SGD:S000005704,GeneID:854350] [protein=protein phosphatase regulator GAC1] [protein_id=NP_014821.3] [location=complement(667860..670241)] [gbkey=CDS]	2382	126	-1.380311820971138	-1.4153940503317897	0.03508222936065164	27	18	62	3110	0.9858133669609079
>lcl|NC_001146.8_cds_NP_014214.1_4714 [gene=MRPL19] [locus_tag=YNL185C] [db_xref=SGD:S000005129,GeneID:855536] [protein=mitochondrial 54S ribosomal protein YmL19] [protein_id=NP_014214.1] [location=complement(292193..292669)] [gbkey=CDS]	477	-1	-1.6147699889975016	-0.3088606779665379	-1.3059093110309636	1	0	73	0	-0.9863013698630136
>lcl|NC_001134.8_cds_NP_009809.1_457 [gene=SPO23] [locus_tag=YBR250W] [db_xref=SGD:S000000454,GeneID:852552] [protein=Spo23p] [protein_id=NP_009809.1] [location=719033..720604] [gbkey=CDS]	1572	-1	-1.2861949371041155	-1.1674091184102084	-0.11878581869390703	5	0	192	0	-0.9739583333333334
>lcl|NC_001134.8_cds_NP_009771.3_419 [gene=NGR1] [locus_tag=YBR212W] [db_xref=SGD:S000000416,GeneID:852513] [protein=Ngr1p] [protein_id=NP_009771.3] [location=647886..649904] [gbkey=CDS]	2019	-1	-1.6891001406496675	-0.36972984279772614	-1.3193702978519415	0	0	302	0	-1.0
>lcl|NC_001147.6_cds_NP_014550.1_5047 [gene=SPO21] [locus_tag=YOL091W] [db_xref=SGD:S000005451,GeneID:854062] [protein=Spo21p] [protein_id=NP_014550.1] [location=145334..147163] [gbkey=CDS]	1830	-1	-1.5093799839816757	-1.3028889398647434	-0.2064910441169323	0	0	250	0	-1.0
>lcl|NC_001145.3_cds_NP_013730.1_4254 [gene=SPO20] [locus_tag=YMR017W] [db_xref=SGD:S000004619,GeneID:855031] [protein=Spo20p] [protein_id=NP_013730.1] [location=307489..308682] [gbkey=CDS]	1194	-1	-1.272767221896752	-1.2008381483033832	-0.07192907359336886	4	0	141	0	-0.9716312056737588
>lcl|NC_001145.3_cds_NP_013619.1_4146 [gene=RPM2] [locus_tag=YML091C] [db_xref=SGD:S000004556,GeneID:854883] [protein=ribonuclease P] [protein_id=NP_013619.1] [location=complement(87123..90731)] [gbkey=CDS]	3609	348	-1.6166649031265456	-1.6226211925294847	0.005956289402939019	21	31	40	5225	0.9901234567901235
>lcl|NC_001137.3_cds_NP_010895.1_1502 [gene=PXP1] [locus_tag=YEL020C] [db_xref=SGD:S000000746,GeneID:856694] [protein=putative indolepyruvate decarboxylase family protein] [protein_id=NP_010895.1] [location=complement(118617..120299)] [gbkey=CDS]	1683	-1	-1.505903660211676	-1.282031804320718	-0.22387185589095804	0	0	239	0	-1.0
>lcl|NC_001142.9_cds_NP_012645.1_3215 [gene=PXP2] [locus_tag=YJR111C] [db_xref=SGD:S000003872,GeneID:853575] [protein=Pxp2p] [protein_id=NP_012645.1] [location=complement(635855..636706)] [gbkey=CDS]	852	-1	-1.4961794963026418	-1.3030730923560674	-0.1931064039465744	3	0	106	0	-0.9716981132075472
>lcl|NC_001142.9_cds_NP_012482.1_3063 [gene=PEP8] [locus_tag=YJL053W] [db_xref=SGD:S000003589,GeneID:853393] [protein=retromer subunit PEP8] [protein_id=NP_012482.1] [location=335898..337037] [gbkey=CDS]	1140	-1	-1.6267295760182767	-1.4018521093563967	-0.22487746666188002	3	0	163	0	-0.9815950920245399
>lcl|NC_001134.8_cds_NP_009536.1_188 [gene=PEP1] [locus_tag=YBL017C] [db_xref=SGD:S000000113,GeneID:852264] [protein=type I sorting receptor] [protein_id=NP_009536.1] [location=complement(186844..191583)] [gbkey=CDS]	4740	-1	-1.6507140095674684	-1.6478979834617593	-0.0028160261057090796	24	31	553	42	-0.907563025210084
>lcl|NC_001144.5_cds_NP_013249.1_3789 [gene=PEP3] [locus_tag=YLR148W] [db_xref=SGD:S000004138,GeneID:850840] [protein=tethering complex subunit PEP3] [protein_id=NP_013249.1] [location=434641..437397] [gbkey=CDS]	2757	-1	-1.5868301326718834	-1.5023519093628719	-0.08447822330901156	9	13	325	36	-0.9390581717451524
>lcl|NC_001145.3_cds_NP_013958.1_4474 [gene=PEP5] [locus_tag=YMR231W] [db_xref=SGD:S000004844,GeneID:855271] [protein=tethering complex subunit PEP5] [protein_id=NP_013958.1] [location=733545..736634] [gbkey=CDS]	3090	-1	-1.486890912357438	-1.3463343607243554	-0.14055655163308267	4	0	326	0	-0.9877300613496932
>lcl|NC_001148.4_cds_NP_015171.1_5644 [gene=PEP4] [locus_tag=YPL154C] [db_xref=SGD:S000006075,GeneID:855949] [protein=proteinase A] [protein_id=NP_015171.1] [location=complement(259714..260931)] [gbkey=CDS]	1218	-1	-2.136435487442481	-0.3506327564396726	-1.7858027310028084	0	0	204	0	-1.0
>lcl|NC_001136.10_cds_NP_010610.3_1236 [gene=PEP7] [locus_tag=YDR323C] [db_xref=SGD:S000002731,GeneID:851923] [protein=Pep7p] [protein_id=NP_010610.3] [location=complement(1112480..1114027)] [gbkey=CDS]	1548	-1	-1.4446728207281017	-1.2481265875262537	-0.19654623320184794	0	0	196	0	-1.0
>lcl|NC_001147.6_cds_NP_116582.1_5194 [gene=ASE1] [locus_tag=YOR058C] [db_xref=SGD:S000005584,GeneID:854223] [protein=Ase1p] [protein_id=NP_116582.1] [location=complement(433688..436345)] [gbkey=CDS]	2658	-1	-1.5037131706262803	-0.6002065807958488	-0.9035065898304315	0	0	373	0	-1.0
>lcl|NC_001140.6_cds_NP_011926.1_2518 [gene=FYV4] [locus_tag=YHR059W] [db_xref=SGD:S000001101,GeneID:856456] [protein=Fyv4p] [protein_id=NP_011926.1] [location=220108..220500] [gbkey=CDS]	393	-1	-1.4467985357743707	-1.1902570607270568	-0.25654147504731384	7	6	54	48	-0.8725490196078431
>lcl|NC_001146.8_cds_NP_014376.3_4873 [gene=RCM1] [locus_tag=YNL022C] [db_xref=SGD:S000004967,GeneID:855709] [protein=rRNA (cytosine-C5-)-methyltransferase RCM1] [protein_id=NP_014376.3] [location=complement(591427..592899)] [gbkey=CDS]	1473	-1	-1.4850097224642504	-1.1887518640099102	-0.2962578584543403	0	0	211	0	-1.0
>lcl|NC_001143.9_cds_NP_012729.1_3295 [gene=ACP1] [locus_tag=YKL192C] [db_xref=SGD:S000001675,GeneID:853642] [protein=acyl carrier protein] [protein_id=NP_012729.1] [location=complement(80160..80537)] [gbkey=CDS]	378	-1	-1.8826236469658417	-0.05494681281121586	-1.827676834154626	4	0	78	0	-0.9487179487179487
>lcl|NC_001136.10_cds_NP_010500.3_1125 [gene=AHA1] [locus_tag=YDR214W] [db_xref=SGD:S000002622,GeneID:851800] [protein=Aha1p] [protein_id=NP_010500.3] [location=892875..893927] [gbkey=CDS]	1053	-1	-1.6881779858258987	-0.34661162925042927	-1.3415663565754694	1	0	144	0	-0.9930555555555556
>lcl|NC_001145.3_cds_NP_013622.1_4147 [gene=UFO1] [locus_tag=YML088W] [db_xref=SGD:S000004553,GeneID:854886] [protein=SCF ubiquitin ligase complex subunit UFO1] [protein_id=NP_013622.1] [location=92235..94241] [gbkey=CDS]	2007	-1	-1.3965663721282917	-1.200548955700692	-0.19601741642759962	1	0	309	0	-0.9967637540453075
>lcl|NC_001148.4_cds_NP_015106.1_5582 [gene=SAR1] [locus_tag=YPL218W] [db_xref=SGD:S000006139,GeneID:855883] [protein=Arf family GTPase SAR1] [protein_id=NP_015106.1] [location=join(138698..138725,138865..139409)] [gbkey=CDS]	573	108	-1.5898079262854345	-1.5936604560077503	0.003852529722315756	0	117	0	938	0.8752665245202559
>lcl|NC_001135.5_cds_NP_009942.2_589 [locus_tag=YCR016W] [db_xref=SGD:S000000609,GeneID:850375] [protein=hypothetical protein] [protein_id=NP_009942.2] [location=143634..144506] [gbkey=CDS]	873	-1	-1.634407028623126	-1.3911368982979873	-0.24327013032513878	0	0	144	0	-1.0
>lcl|NC_001136.10_cds_NP_010517.1_1140 [gene=COX20] [locus_tag=YDR231C] [db_xref=SGD:S000002639,GeneID:851817] [protein=Cox20p] [protein_id=NP_010517.1] [location=complement(926293..926910)] [gbkey=CDS]	618	-1	-1.5815852029842739	-0.1061762310249584	-1.4754089719593155	0	0	114	0	-1.0
>lcl|NC_001136.10_cds_NP_010435.1_1058 [gene=CTH1] [locus_tag=YDR151C] [db_xref=SGD:S000002558,GeneID:851729] [protein=putative mRNA-binding protein CTH1] [protein_id=NP_010435.1] [location=complement(764178..765155)] [gbkey=CDS]	978	-1	-1.427373831030093	-0.2381074649973951	-1.1892663660326979	0	0	137	0	-1.0
>lcl|NC_001148.4_cds_NP_015212.1_5684 [locus_tag=YPL113C] [db_xref=SGD:S000006034,GeneID:855990] [protein=glyoxylate reductase] [protein_id=NP_015212.1] [location=complement(335953..337143)] [gbkey=CDS]	1191	123	-1.4948014158029495	-1.5370381252863181	0.04223670948336866	18	11	68	1617	0.9827893175074184
>lcl|NC_001134.8_cds_NP_009834.4_482 [gene=RIF1] [locus_tag=YBR275C] [db_xref=SGD:S000000479,GeneID:852578] [protein=DNA-binding protein RIF1] [protein_id=NP_009834.4] [location=complement(751356..757106)] [gbkey=CDS]	5751	-1	-1.512934866807519	-1.4073500309534397	-0.1055848358540794	1	0	657	0	-0.9984779299847792
>lcl|NC_001144.5_cds_NP_013558.3_4091 [gene=RIF2] [locus_tag=YLR453C] [db_xref=SGD:S000004445,GeneID:851174] [protein=Rif2p] [protein_id=NP_013558.3] [location=complement(1041799..1042986)] [gbkey=CDS]	1188	-1	-1.5227932478557014	-0.7938634814436778	-0.7289297664120236	0	0	157	0	-1.0
>lcl|NC_001144.5_cds_NP_013450.1_3987 [gene=CIS1] [locus_tag=YLR346C] [db_xref=SGD:S000004338,GeneID:851060] [protein=Cis1p] [protein_id=NP_013450.1] [location=complement(822287..822592)] [gbkey=CDS]	306	-1	-1.3084419417084603	-1.1561797607202597	-0.15226218098820055	2	0	50	0	-0.96
>lcl|NC_001142.9_cds_NP_012377.1_2962 [gene=CIS3] [locus_tag=YJL158C] [db_xref=SGD:S000003694,GeneID:853282] [protein=Cis3p] [protein_id=NP_012377.1] [location=complement(122265..122948)] [gbkey=CDS]	684	-1	-1.7426406319318066	0.292087256761393	-2.0347278886931996	3	0	127	0	-0.9763779527559056
>lcl|NC_001140.6_cds_NP_012075.1_2670 [gene=SCH9] [locus_tag=YHR205W] [db_xref=SGD:S000001248,GeneID:856612] [protein=serine/threonine protein kinase SCH9] [protein_id=NP_012075.1] [location=509363..511837] [gbkey=CDS]	2475	-1	-1.7905150319182723	-1.663058488239177	-0.1274565436790953	2	21	270	58	-0.9298780487804879
>lcl|NC_001136.10_cds_NP_010535.3_1158 [locus_tag=YDR249C] [db_xref=SGD:S000002657,GeneID:851836] [protein=hypothetical protein] [protein_id=NP_010535.3] [location=complement(958681..959802)] [gbkey=CDS]	1122	-1	-1.6521249004364484	-1.4892783075322287	-0.16284659290421977	3	25	139	58	-0.8578680203045685
>lcl|NC_001137.3_cds_NP_010872.1_1479 [gene=GDA1] [locus_tag=YEL042W] [db_xref=SGD:S000000768,GeneID:856669] [protein=guanosine diphosphatase] [protein_id=NP_010872.1] [location=73771..75327] [gbkey=CDS]	1557	-1	-1.6014439592800809	-1.1638312145003147	-0.4376127447797662	4	0	232	0	-0.9827586206896551
>lcl|NC_001142.9_cds_NP_012508.1_3090 [gene=RNR2] [locus_tag=YJL026W] [db_xref=SGD:S000003563,GeneID:853427] [protein=ribonucleotide-diphosphate reductase subunit RNR2] [protein_id=NP_012508.1] [location=392404..393603] [gbkey=CDS]	1200	-1	-1.7149176240985708	-1.6831991389268233	-0.03171848517174758	1	0	195	0	-0.9948717948717949
>lcl|NC_001141.2_cds_NP_012198.3_2796 [gene=RNR3] [locus_tag=YIL066C] [db_xref=SGD:S000001328,GeneID:854744] [protein=ribonucleotide-diphosphate reductase subunit RNR3] [protein_id=NP_012198.3] [location=complement(238099..240708)] [gbkey=CDS]	2610	-1	-1.6483992519059802	-1.646145876948499	-0.0022533749574813466	33	20	391	23	-0.8719806763285024
>lcl|NC_001134.8_cds_NP_009694.3_341 [gene=MEC1] [locus_tag=YBR136W] [db_xref=SGD:S000000340,GeneID:852433] [protein=protein kinase MEC1] [protein_id=NP_009694.3] [location=505668..512774] [gbkey=CDS]	7107	-1	-1.5753505679690296	-1.3827739108234756	-0.19257665714555405	0	0	849	0	-1.0
>lcl|NC_001137.3_cds_NP_010993.1_1602 [gene=RNR1] [locus_tag=YER070W] [db_xref=SGD:S000000872,GeneID:856801] [protein=ribonucleotide-diphosphate reductase subunit RNR1] [protein_id=NP_010993.1] [location=298950..301616] [gbkey=CDS]	2667	-1	-1.886076736550282	-1.0954112855312212	-0.7906654510190607	0	0	359	0	-1.0
>lcl|NC_001139.9_cds_NP_011675.1_2267 [gene=NSR1] [locus_tag=YGR159C] [db_xref=SGD:S000003391,GeneID:853064] [protein=Nsr1p] [protein_id=NP_011675.1] [location=complement(806412..807656)] [gbkey=CDS]	1245	-1	-1.6806153881685795	-0.5551749970500355	-1.125440391118544	3	0	193	0	-0.9844559585492227
>lcl|NC_001145.3_cds_NP_013628.1_4152 [locus_tag=YML082W] [db_xref=SGD:S000004547,GeneID:854892] [protein=putative cystathionine gamma-synthase] [protein_id=NP_013628.1] [location=101862..103811] [gbkey=CDS]	1950	-1	-1.91875185843063	-1.0829909799741138	-0.8357608784565163	0	0	249	0	-1.0
>lcl|NC_001140.6_cds_NP_011880.1_2471 [gene=YSC84] [locus_tag=YHR016C] [db_xref=SGD:S000001058,GeneID:856409] [protein=Ysc84p] [protein_id=NP_011880.1] [location=complement(join(136881..138240,138409..138455))] [gbkey=CDS]	1407	-1	-1.9812892320917905	-1.554728091576702	-0.4265611405150884	5	0	210	0	-0.9761904761904762
>lcl|NC_001140.6_cds_NP_011881.1_2472 [gene=YSC83] [locus_tag=YHR017W] [db_xref=SGD:S000001059,GeneID:856410] [protein=Ysc83p] [protein_id=NP_011881.1] [location=138694..139851] [gbkey=CDS]	1158	-1	-1.685187351021717	-0.6291876456575417	-1.0559997053641754	0	0	147	0	-1.0
>lcl|NC_001141.2_cds_NP_012119.1_2716 [gene=SLN1] [locus_tag=YIL147C] [db_xref=SGD:S000001409,GeneID:854659] [protein=Sln1p] [protein_id=NP_012119.1] [location=complement(69791..73453)] [gbkey=CDS]	3663	-1	-1.4474745200430443	-1.1538758998525254	-0.29359862019051897	0	0	450	0	-1.0
>lcl|NC_001134.8_cds_NP_009748.3_394 [gene=RPS9B] [locus_tag=YBR189W] [db_xref=SGD:S000000393,GeneID:852487] [protein=ribosomal 40S subunit protein S9B] [protein_id=NP_009748.3] [location=join(604508..604514,604928..605508)] [gbkey=CDS]	588	-1	-1.5995223534072722	-0.717040853600892	-0.8824814998063802	21	0	145	0	-0.8551724137931034
>lcl|NC_001148.4_cds_NP_015244.1_5716 [gene=RPS9A] [locus_tag=YPL081W] [db_xref=SGD:S000006002,GeneID:856024] [protein=ribosomal 40S subunit protein S9A] [protein_id=NP_015244.1] [location=join(404950..404956,405458..406044)] [gbkey=CDS]	594	-1	-1.552249413737319	-1.1112252904362583	-0.4410241233010608	17	0	139	0	-0.8776978417266187
>lcl|NC_001138.5_cds_NP_001335774.1_1858 [locus_tag=YFR054C] [db_xref=SGD:S000001950,GeneID:850615] [protein=hypothetical protein] [protein_id=NP_001335774.1] [location=complement(258855..259433)] [gbkey=CDS]	579	117	-1.1801494130648555	-1.197046440536193	0.016897027471337367	35	33	49	732	0.912932138284251
>lcl|NC_001139.9_cds_NP_011390.2_1992 [gene=MET13] [locus_tag=YGL125W] [db_xref=SGD:S000003093,GeneID:852752] [protein=methylenetetrahydrofolate reductase (NAD(P)H) MET13] [protein_id=NP_011390.2] [location=272520..274322] [gbkey=CDS]	1803	-1	-1.884719034067062	-0.985373091813207	-0.8993459422538551	0	0	268	0	-1.0
